record_id,route_id,origin_station,destination_station,district,encoded_transport,fare_hkd,distance_km,scheduled_duration_min,hour_of_day,day_of_week,is_holiday,weather_condition,country_code,internal_batch_id,survey_code,campaign_tag,device_theme,promo_bucket,random_zone_code,passenger_token,session_id,ticket_reference,device_id_hash,distance_m,fare_hkd_rounded,route_group,is_peak_hour,service_note,ops_comment_code,route_label_variant
R01268,RT015,Admiralty,Central Station,Sha Tin,Bus-cross-harbour_Local_PREMIUM_CityBus,,,,20,Mon,0,,territory-hk,B7147,S2,none,classic,none,zone-3,PX59930407,S3637204987,TKT-972087,dev-1c963718,2390,15,group-0,0,minor queue,OPS-C,ROUTE 015
R01269,RT043,Kennedy Town,Mong Kok,Sha Tin,bus-crossharbour_local_standard_KMB,12.4,,17m est,9,Fri,0,heavy-rn,territory-hk,B3571,SYS,staff_shuttle,contrast,B,zone-4,PX48855920,S4666267213,TKT-407071,dev-96eefa50,2740,12,group-0,1,test record,OPS-SYS,Route-043
R01270,RT051,C. Station,Wan%20Chai,Central and Western,TRAM_TRAM_Express_standard_CityBus,,,0.3 hrs,21,Thu,0,heavy-rn,HK,B3305,S1,none,large_text,A,zone-4,PX15660737,S8400017357,TKT-630319,dev-7c88df24,2900,10,group-0,0,normal service,OPS-D,ROUTE 051
R01271,RT060,Admiralty,Tsim Sha Tsui,Central and Western,tram_Express_standard_ctb;backup=KMB,10.0,2.24,,23,Tue,0,,HK,B2875,S3,none,compact,none,zone-1,PX40425546,S4279599249,TKT-157983,dev-0d03cceb,2240,10,group-0,0,minor queue,OPS-A,Route-060
R01272,RT032,Central Station,Kennedy Town,Sha Tin,ferry_express_premium_HKKF,16.0,10.61-11.8,,14,Mon,0,Sunny,hkg,B8858,S4,tourist_day,large_text,B,zone-5,PX53110937,S4089618634,TKT-252107,dev-493d08ea,10610,16,group-0,0,normal service,OPS-D,Route-032
R01273,RT067,Kennedy Town,Sha Tin,Central and Western,Bus_Local_Standard_citybus,,,,11,Fri,0,Sunny,hkg,B7953,S2,none,compact,B,zone-4,PX78196088,S6278877922,TKT-856979,dev-fd3ce8b6,6210,10,group-0,0,normal service,OPS-B,ROUTE 067
R01274,RT072,Workshop,Audit Hub,Audit,maintenance_shift,,,,15,Wed,0,Audit,TST,B5389,SYS,maintenance_ops,classic,none,zone-2,PX82738111,S8518374807,TKT-773569,dev-881fbc54,3400,9,group-0,0,internal audit,OPS-SYS,ROUTE 072
R01275,RT038,tsuen%2520wan,WANCHAI,Tsuen Wan,Bus_LOCAL_premium_CityBus,,,,21,Sun,0,,HK,B1431,S3,none,classic,none,zone-4,PX81253460,S2698421472,TKT-825570,dev-310029db,5260,19,group-0,0,priority boarding,OPS-D,ROUTE 038
R01276,RT044,Sha Tin,Kennedy Town,Central and Western,ferry_local_premium_HKKF,0.0,0.1km approx,5.0,12,Sun,0,cloudy,852,B1927,S1,tourist_day,contrast,B,zone-5,PX36403684,S8419944760,TKT-702916,dev-9494d781,25,9000,group-0,0,weather watch,OPS-C,Route-044
R01277,RT047,Sha Tin,Tsim Sha Tsui,Sha Tin,bus|local / standard_CTB,,,,5,Sun,0,,HK,B8276,S1,summer_push,classic,none,zone-2,PX30987090,S8216670324,TKT-665049,dev-95b07d48,7200,11,group-0,0,weather watch,OPS-C,ROUTE 047
R01278,RT001,Central Station,Sha Tin,Central and Western,bus_standard_local_CityBus;backup=KMB,,,,5,Thu,0,Sunny,geo::hkg,B8139,S3,commuter_plus,contrast,none,zone-5,PX22073328,S9408210310,TKT-660163,dev-46ff0886,4050,8,group-0,0,weather watch,OPS-D,ROUTE 001
R01279,RT017,Central Station,Wan Chai,Wan Chai,BUS_Local_PREMIUM_K.M.B.,"16,3",3.28,15.0,19,Wed,0,Sunny,HK,B7346,S1,tourist_day,classic,A,zone-1,PX92052102,S2579799236,TKT-854112,dev-7cba4cfb,3280,16,group-0,1,weather watch,OPS-B,ROUTE 017
R01280,RT065,Kennedy Town,Mong%20Kok,Central and Western,bus-night_Express_premium_kmb,missing,0.1,00:01:00,17,Sun,0,,HK,B9774,S2,none,contrast,none,zone-2,PX68825347,S7155272882,TKT-620953,dev-cec16b70,900000,9000,group-0,1,weather watch,OPS-A,Route-065
R01281,RT024,Tsuen Wan,Wan Chai,Yau Tsim Mong,Bus_Express_Premium_K.M.B.,fare=20.0,,00:15:00,9,Wed,0,,HK,B8622,S4,none,classic,none,zone-4,PX40633673,S7563592127,TKT-299431,dev-7ba61851,3440,20,group-0,1,weather watch,OPS-A,ROUTE 024
R01282,RT070,Mong Kok,Central Station,Wan Chai,ferry_express_premium_HKKF,missing,about 0.2,4-12 min,17,Wed,0,Cloudy,HK,B6906,SYS,staff_shuttle,classic,B,zone-4,PX43025270,S1276187552,TKT-645711,dev-4222dc69,120000,1,group-0,1,staff shuttle,OPS-SYS,Route-070
R01283,RT018,Admiralty,wan chai,Central and Western,Bus_EXPRESS_Standard_ctb,missing,about 600.0,about 300,10,Fri,0,,HK,B1800,S3,none,large_text,none,zone-5,PX51763457,S3594803163,TKT-268031,dev-5d1afcdb,25,9000,group-0,0,minor queue,OPS-C,ROUTE 018
R01284,RT045, KENNEDY TOWN ,Tswan,Central and Western,meta714:ferry_express_standard_HK Ferry:v1,,"1,95",10 min,13,Fri,0,,HK,B7652,S1,none,large_text,C,zone-1,PX65552157,S9051497061,TKT-958468,dev-da503aa9,1950,10,group-0,0,minor queue,OPS-D,ROUTE 045
R01285,RT007,Workshop,Audit Hub,Audit,maintenance_shift,,,56.0,8,Mon,0,Test,SYS,B1213,SYS,maintenance_ops,compact,none,zone-1,PX26693987,S2776987401,TKT-588962,dev-c218d83e,9840,15,group-0,1,maintenance escort,OPS-SYS,Route-007
R01286,RT074, Central%20Stn ,Tsuen%20Wan,Central and Western,buslocalstandardCityBus,,3060m,,5,Tue,1,clr,HK,B6691,S2,summer_push,large_text,none,zone-5,PX32721109,S9517016668,TKT-745425,dev-2ef6021f,3060,9,group-0,0,platform crowding,OPS-C,Route-074
R01287,RT023,North Point,Central%20Station,Eastern,Ferry_express_Standard_HK Ferry,,,,22,Mon,0,,HK,B3859,S4,none,large_text,none,zone-5,PX49318431,S5373141433,TKT-309158,dev-6184936a,2630,11,group-0,0,platform crowding,OPS-A,ROUTE 023
R01288,RT024,Central Station,Kennedy Town,Central and Western,standard_ferry-airport_local_HKKF,1200.0-1205.0,180.0,about 240,15,Mon,0,wx_s,geo::hkg,B1303,S3,commuter_plus,classic,none,zone-2,PX28001332,S1864428867,TKT-879675,dev-1c3107cb,350000,999,group-0,0,minor queue,OPS-B,Route-024
R01289,RT070,Causeway Bay,Tsuen Wan,Yau Tsim Mong,ferry_express_premium_HKKF,,,0.8 hrs,23,Sat,0,Sunny,hkg,B9990,SYS,maintenance_ops,contrast,B,zone-3,PX75954090,S6106603929,TKT-315469,dev-03abb33b,6610,10,group-0,0,staff shuttle,OPS-SYS,ROUTE 070
R01290,RT062,shatin,Central Stn,Sha Tin,bus_LOCAL_standard_K.M.B.,14.9,8.89,,6,Sun,0,Cloudy,HK,B2037,S3,summer_push,large_text,C,zone-3,PX60301946,S3483825301,TKT-500280,dev-90dff0d0,8890,15,group-0,0,weather watch,OPS-B,Route-062
R01291,RT003,Sha Tin,Causeway Bay,Tsuen Wan,bus-crossharbour_local_standard_KMB,,,,12,Fri,1,Rain,territory-hk,B5617,SYS,staff_shuttle,classic,none,zone-1,PX14695077,S8055413149,TKT-756317,dev-8b80f1e2,5820,14,group-0,0,test record,OPS-SYS,ROUTE 003
R01292,RT066,North Point,Sha Tin,Central and Western,ferry_express_premium_HKKF,,,,13,Wed,0,Heavy Rain,territory-hk,B2176,SYS,staff_shuttle,classic,A,zone-3,PX31542415,S1678440521,TKT-161472,dev-b25ac871,4480,10,group-0,0,staff shuttle,OPS-SYS,Route-066
R01293,RT001,Audit Hub,Audit Hub,Audit,staff_shuttle,,,,5,Mon,0,System,SYS,B8830,SYS,internal_audit,compact,none,zone-5,PX29780305,S2862832899,TKT-306096,dev-879f229b,3340,6,group-0,0,maintenance escort,OPS-SYS,ROUTE 001
R01294,RT058,Central Station,MongKok,Central and Western,type=bus|mode=local|service=standard|operator=K.M.B.,,3.99,21 min,20,Sun,0,,HK,B8334,S3,summer_push,compact,C,zone-3,PX55916844,S9365063012,TKT-203392,dev-19cb3a29,3990,9,group-0,0,weather watch,OPS-D,ROUTE 058
R01295,RT031,North Pt,Kennedy%2520Town,Eastern,busexpressstandardCityBus,0.5,0.2,2 min,23,Fri,0,,HK,B2500,S4,summer_push,compact,B,zone-2,PX75104433,S1123779000,TKT-108517,dev-3705b2f4,120000,9000,group-0,0,normal service,OPS-A,Route-031
R01296,RT004,Wan Chai,Causeway Bay,Eastern,ferry_express_premium_HKKF,,,,9,Sat,1,Heavy Rain,HK,B3984,SYS,internal_audit,large_text,B,zone-5,PX11673059,S6554123248,TKT-495051,dev-2151edb9,4640,9,group-0,1,depot transfer,OPS-SYS,Route-004
R01297,RT007,Causeway Bay,North Point,Wan Chai,BUS_Express_Standard_CityBus,,,,21,Sun,0,,HK,B2081,S1,none,compact,C,zone-1,PX41012002,S6973179277,TKT-877582,dev-b6c75abf,4120,14,group-0,0,weather watch,OPS-C,ROUTE 007
R01298,RT036, Sha Tin   ,Tsim Sha Tsui East,Sha Tin,svc=bus-XHBR;mode=local;tier=standard;op=K.M.B.;tag=C3,0.5,"0,1",2-10 min,22,Sun,0,,territory-hk,B2517,S4,summer_push,large_text,none,zone-5,PX59730995,S7046109183,TKT-517978,dev-28e1844f,900000,9000,group-0,0,normal service,OPS-A,ROUTE 036
R01299,RT076,Depot,Audit Hub,Audit,test_run,,,,12,Mon,0,System,TST,B5124,SYS,internal_audit,classic,B,zone-2,PX27506687,S4016473073,TKT-973622,dev-b1905a69,11380,38,group-0,0,depot transfer,OPS-SYS,Route-076
R01300,RT050,Admiralty,Tsim Sha Tsui,Wan Chai,ferry_LOCAL_STANDARD_HK Ferry,300.0-305.0,about 250.0,180.0,18,fri,0,wx.rn.alert,geo-hkg-v2,B2048,S4,tourist_day,contrast,none,zone-4,PX44295144,S3410975099,TKT-156461,dev-f4728f65,25,1,group-0,1,normal service,OPS-B,Route-050
R01301,RT070,Admiralty,Tsuen Wan,Tsuen Wan,bus-night_local_standard_KMB,,27.98,100.0,13,Fri,0,Heavy Rain,legacy,B4429,S3,none,contrast,none,zone-1,PX15705404,S9275793514,TKT-147243,dev-12d1b334,27980,50,group-0,0,weather watch,OPS-B,ROUTE 070
R01302,RT077,Tsim%20Sha%20Tsui,Kennedy Town  ,Central and Western,bus_express_standard_KMB,,,,9,Sat,0,,HK,B9518,S1,none,contrast,none,zone-3,PX22320293,S8978949586,TKT-235985,dev-545190aa,17590,27,group-0,1,normal service,OPS-D,Route-077
R01303,RT014, Sha Tin ,Wan Chai,Sha Tin,bus_Local_Standard_CityBus,,2.52,,10,thu,0,,HK,B6018,S1,commuter_plus,contrast,none,zone-1,PX57747902,S6003770862,TKT-423394,dev-38ebc1ab,2520,7,group-0,0,weather watch,OPS-B,ROUTE 014
R01304,RT067,Kennedy Town,TSIM SHA TSUI,Wan Chai,BUS-crossharbour_Local_Standard_CityBus,0.2 HKD,dist=4.0,0m est,9,Fri,0,,geo::hkg,B8062,S2,none,compact,B,zone-1,PX42964460,S9910548243,TKT-129403,dev-3531791b,350000,9000,group-0,1,weather watch,OPS-D,ROUTE 067
R01305,RT021,Sha%20Tin,Tsuen%20Wan,Sha Tin,TRAM_Express_standard_ctb;backup=CTB,,,,23,Wed,0,,HK,B3262,S4,none,contrast,A,zone-1,PX17954190,S3377221369,TKT-735435,dev-83788af9,4730,15,group-0,0,priority boarding,OPS-B,Route-021
R01306,RT071,Central Station,Kennedy Town,Central and Western,Bus_EXPRESS_Standard_ctb,,,,6,Wed,1,Sunny,852,B9692,S2,none,compact,none,zone-1,PX46363478,S5871882221,TKT-158024,dev-52a7ffcb,1330,6,group-0,0,platform crowding,OPS-B,Route-071
R01307,RT001,Admiralty,Tsuen Wan,Eastern,bus-night_local_standard_KMB,,,31.0,13,Thu,0,rain??,territory-hk,B8507,S2,commuter_plus,compact,A,zone-2,PX30890440,S9287616493,TKT-100904,dev-c457cd72,7420,22,group-0,0,priority boarding,OPS-A,Route-001
R01308,RT066,Admiralty,Tsim Sha Tsui,Wan Chai,ferry_Local_standard_hkkf,7.8 HKD,3.99,22.0,21,Tue,0,Rain,territory-hk,B5093,S3,none,compact,none,zone-2,PX68560634,S3041610201,TKT-254342,dev-49d7017d,3990,8,group-0,0,normal service,OPS-B,Route-066
R01309,RT058,Tsim Sha Tsui,Admiralty,Central and Western,tram_express_Standard_ctb,missing,12070m,,14,Sat,0,Heavy Rain,HK,B1607,S2,commuter_plus,classic,B,zone-2,PX54591896,S4665260651,TKT-254180,dev-fbded503,12070,25,group-0,0,weather watch,OPS-D,Route-058
R01310,RT033,Kennedy Town,Causewaybay  ,Central and Western,op=tram-airport|local|standard|CTB,,,,6,Thu,1,,852,B8938,S4,none,contrast,none,zone-3,PX63024773,S8528728375,TKT-212749,dev-23bf1aeb,18800,45,group-0,0,minor queue,OPS-A,ROUTE 033
R01311,RT026,Mong Kok,Central Station,Eastern,bus_local_standard_KMB,1.0,0.5-1.7,3 min,12,Wed,1,Cloudy,HK,B1631,SYS,staff_shuttle,large_text,A,zone-5,PX11997144,S9560121622,TKT-541110,dev-d9af060d,75,9000,group-0,0,ops rehearsal,OPS-SYS,Route-026
R01312,RT059,admiralty%20station,causeway bay,Central and Western,bus_local_K.M.B.,,,,16,Sat,0,,HK,B9807,S2,none,classic,C,zone-5,PX47473112,S1008802635,TKT-259860,dev-411a7624,3130,10,group-0,0,platform crowding,OPS-A,ROUTE 059
R01313,RT006,TsuenWan  ,Causeway%20Bay,Tsuen Wan,bus_local_STANDARD_kmb,"0,5",0.2,00:03:00,7,Thu,0,,HK,B6554,S1,commuter_plus,large_text,none,zone-4,PX42639400,S3345885388,TKT-344045,dev-35e24cf6,900000,0,group-0,1,weather watch,OPS-A,ROUTE 006
R01314,RT065,Kennedy.Tn,North Point,Central and Western,tram_express_standard_CTB,,,,19,Fri,0,,HK,B6367,S4,tourist_day,classic,none,zone-5,PX18056539,S1254545374,TKT-337492,dev-68fbd920,6820,17,group-0,1,normal service,OPS-B,ROUTE 065
R01315,RT015,Sha Tin,Kennedy Town,Sha Tin,bus_EXPRESS_STANDARD_ctb;backup=CTB,,about 2.72,17.0,17,Sat,0,wx.cld.ops,hkg,B2000,S4,summer_push,classic,none,zone-1,PX11507371,S6181144570,TKT-543985,dev-87899380,2720,12,group-0,1,weather watch,OPS-A,ROUTE 015
R01316,RT059,Causeway Bay,Tswan,Wan Chai,Bus_local_Standard_kmb,,,0.7 hrs,9,Wed,1,Sunny,HK,B7804,S3,commuter_plus,large_text,none,zone-5,PX92788128,S2621783173,TKT-292144,dev-fd5ccd8a,8130,17,group-0,1,platform crowding,OPS-C,Route-059
R01317,RT060,Mong Kok,Tsuen Wan,Yau Tsim Mong,ferry_express_premium_HKKF,"12,8",,13-21 min,20,Fri,0,Rain,territory-hk,B6669,SYS,internal_audit,contrast,B,zone-4,PX48548817,S6744053394,TKT-519700,dev-0b413a47,1890,13,group-0,0,staff shuttle,OPS-SYS,ROUTE 060
R01318,RT028,Mong%20Kok,Wan%20Chai,Yau Tsim Mong,Tram_Local_premium_CityBus,10.9 HKD,about 2.15,dur=17,12,Sun,0,,CN,B6033,S4,none,classic,B,zone-5,PX42474285,S7726425748,TKT-254405,dev-37196207,2150,11,group-0,0,weather watch,OPS-B,Route-028
R01319,RT071,Kennedy Town,Central Station,Eastern,tram_local_standard_CTB,"14,1",10.3-11.5,,12,Sat,0,Rain,geo::852,B3722,SYS,staff_shuttle,contrast,none,zone-5,PX20727932,S2951971252,TKT-152060,dev-a46c38ac,10300,14,group-0,0,depot transfer,OPS-SYS,ROUTE 071
R01320,RT035,ADMIRALTY,Tsuen Wan,Central and Western,BUS_exp_STANDARD_K.M.B.,13.8,,26-34 min,10,Thu,0,Sunny,HK,B2531,S4,none,contrast,B,zone-1,PX41513273,S5865815850,TKT-534924,dev-55a2bf5f,5000,14,group-0,0,platform crowding,OPS-D,ROUTE 035
R01321,RT061,Wan%2520Chai,Tsuen Wan,Wan Chai,bus_express_standard_CityBus,~11.9,,na-dur,12,Mon,0,,HK,B9020,S1,summer_push,large_text,C,zone-1,PX65931078,S1693377908,TKT-556642,dev-b4fcd144,4740,12,group-0,0,priority boarding,OPS-D,Route-061
R01322,RT013,Kennedy Town,Tsuen Wan,Yau Tsim Mong,ferry_express_premium_HKKF,,,,20,Fri,1,heavy-rn,HK,B7510,SYS,internal_audit,contrast,C,zone-4,PX73980347,S9579756906,TKT-733763,dev-6ed00ea9,9280,13,group-0,0,ops rehearsal,OPS-SYS,Route-013
R01323,RT061,Mong%20Kok,WAN CHAI,Yau Tsim Mong,type=tram|mode=local|service=standard|operator=CityBus,HK$4.4,,00:14:00,5,Sat,0,,HK,B9962,S3,commuter_plus,large_text,B,zone-1,PX61368034,S7114918050,TKT-528643,dev-2386dffa,800,4,group-0,0,minor queue,OPS-B,Route-061
R01324,RT013,Kennedy Town,Central%20Station,Sha Tin,bus_LOCAL_premium_ctb,missing,120.0,480m est,23,Tue,0,,NA,B4563,S3,tourist_day,large_text,A,zone-3,PX91567856,S6768884549,TKT-373626,dev-8c075ce3,120000,1,group-0,0,weather watch,OPS-D,ROUTE 013
R01325,RT021,Kennedy Tn,Causeway Bay,Wan Chai,bus_bus_local_K.M.B.,HK$6.4,5.85,30.0,19,Mon,0,,HK,B9895,S2,summer_push,contrast,none,zone-1,PX46638751,S8291671113,TKT-672005,dev-fed309a2,5850,6,group-0,1,normal service,OPS-C,ROUTE 021
R01326,RT023,Depot,Depot,Internal,test_run,,,,23,Tue,0,Test,TST,B7894,SYS,staff_shuttle,compact,B,zone-5,PX43711407,S8413095066,TKT-235817,dev-5bbd1a13,1940,6,group-0,0,ops rehearsal,OPS-SYS,Route-023
R01327,RT020,Sha Tin,WanChai,Sha Tin,Bus-night_local_STANDARD_K.M.B.,,,,17,Sat,0,,HK,B8111,S1,summer_push,classic,none,zone-3,PX61412708,S3205297586,TKT-403271,dev-7d447666,5120,10,group-0,1,platform crowding,OPS-D,Route-020
R01328,RT071, Central Stn ,Wan%20Chai,Central and Western,svc=tram-XHBR;tier=standard;mode=express;op=CTB,300.0 HKD,"600,0",180.0,6,Mon,0,,legacy,B8228,S1,none,large_text,none,zone-2,PX95658522,S6108746650,TKT-394330,dev-eb6864b7,350000,1,group-0,0,weather watch,OPS-A,ROUTE 071
R01329,RT014,North Point,Causeway Bay,Eastern,bus-airport_local_standard_KMB,missing,"0,2",2-10 min,19,Sat,0,Rain,territory-hk,B9770,SYS,maintenance_ops,contrast,none,zone-2,PX38689713,S3702615186,TKT-563404,dev-a50c91bd,25,999,group-0,1,depot transfer,OPS-SYS,ROUTE 014
R01330,RT011,Admiralty,Tsim Sha Tsui,Tsuen Wan,Ferry_standard_express_hkkf,150.0,about 250.0,900 min,17,Fri,0,Rain,legacy,B5343,S1,commuter_plus,large_text,none,zone-4,PX98200571,S6567496168,TKT-173511,dev-cbeeecc8,120000,2500,group-0,1,platform crowding,OPS-D,ROUTE 011
R01331,RT043,Kennedy Town,Sha Tin,Central and Western,BUS_local_premium_K.M.B.,"1,0","0,1",1.0,13,Thu,1,Sunny,geo::hkg,B7976,S2,summer_push,contrast,A,zone-5,PX22818553,S3647095686,TKT-414333,dev-b4de2227,900000,9000,group-0,0,weather watch,OPS-B,ROUTE 043
R01332,RT019,Tsuen%20Wan  , ShaTin ,Tsuen Wan,Bus-night_Local_standard_Kowloon Motor Bus,,,,16,sun,0,,HK,B9819,S4,commuter_plus,compact,none,zone-1,PX80347895,S6777548108,TKT-839196,dev-33db19e7,11410,18,group-0,0,priority boarding,OPS-B,ROUTE 019
R01333,RT015,Tsim Sha Tsui,North%20Point  ,Wan Chai,Ferry_EXPRESS_STANDARD_HK Ferry,17.3 fare,8.73-9.9,,11,Sat,1,cloudy,HK,B9195,S1,summer_push,compact,none,zone-2,PX66841815,S7645389408,TKT-329176,dev-b7d71e1e,8730,17,group-0,0,normal service,OPS-C,Route-015
R01334,RT077,Kennedy Tn,Causeway Bay,Central and Western,Bus-CrossHarbour_Express_premium_kmb,,,,22,Mon,0,,hk-zone,B8473,S2,summer_push,contrast,B,zone-3,PX82404865,S3117733920,TKT-703515,dev-bdb8b614,4440,23,group-0,0,priority boarding,OPS-C,Route-077
R01335,RT077,Mong%2520Kok, Sha Tin ,Yau Tsim Mong,Tram_Tram_local_standard_CTB,,,,21,Sat,0,,HK,B5147,S3,tourist_day,contrast,B,zone-3,PX58820744,S8336045822,TKT-800664,dev-1a1fb4e9,9840,19,group-0,0,weather watch,OPS-A,Route-077
R01336,RT048,North%20Point,Kennedy Town,Eastern,bus_local_standard_K.M.B._v10,,,,15,Thu,0,,HK,B7557,S1,none,large_text,A,zone-1,PX36037230,S2632252970,TKT-712645,dev-63e3b1bf,10740,16,group-0,0,platform crowding,OPS-A,ROUTE 048
R01337,RT008, Sha Tin ,Admiralty,Sha Tin,bus-local-standard-K.M.B._bus-local-standard-K.M.B.,,,,23,Sun,0,,HK,B8090,S1,none,large_text,none,zone-3,PX83122037,S4393802189,TKT-278042,dev-17969e4b,3480,8,group-0,0,platform crowding,OPS-D,Route-008
R01338,RT057,Central Station,Causeway Bay,Wan Chai,bus-airport_local_standard_KMB,,,49 min,13,Tue,1,Cloudy,HK,B4372,SYS,maintenance_ops,contrast,A,zone-2,PX43539497,S1616872602,TKT-920715,dev-7990e867,9410,16,group-0,0,ops rehearsal,OPS-SYS,Route-057
R01339,RT030, Tsuen Wan ,Sha%20Tin,Tsuen Wan,bus_LOCAL_Standard_K.M.B.,,,,8,Tue,0,,HK,B9150,S2,tourist_day,contrast,B,zone-2,PX22879424,S3488860529,TKT-423347,dev-a69461ad,3460,10,group-0,1,normal service,OPS-B,Route-030
R01340,RT008,tsim sha tsui,kennedy%20town,Yau Tsim Mong,TRAM-CrossHarbour_Local_Standard_citybus;backup=KMB,"0,5",about 0.1,0.1 hrs,13,Tue,0,,852,B7277,S2,none,classic,none,zone-1,PX70539947,S8105123529,TKT-123032,dev-0886e8be,120000,2500,group-0,0,normal service,OPS-A,ROUTE 008
R01341,RT054,Sha Tin,Central Station,Sha Tin,bus_premium_local_Kowloon Motor Bus,,,,22,Fri,0,Cloudy,852,B3713,S1,summer_push,classic,A,zone-4,PX14903301,S1854335790,TKT-995900,dev-4149fda2,6580,20,group-0,0,platform crowding,OPS-D,Route-054
R01342,RT048,Wan Chai,sha tin,Wan Chai,bus_Local_standard_citybus,,,,21,Mon,0,,HK,B6497,S1,commuter_plus,contrast,B,zone-5,PX80948371,S1678640832,TKT-728448,dev-0dcc371c,2300,8,group-0,0,weather watch,OPS-D,Route-048
R01343,RT037,Depot,Workshop,Operations,test_run,"1,0",0.2,about 3,5,Wed,0,Test,SYS,B8984,SYS,staff_shuttle,contrast,B,zone-4,PX66237545,S2906219250,TKT-931917,dev-797f1907,120000,999,group-0,0,ops rehearsal,OPS-SYS,Route-037
R01344,RT031,Sha Tin,Central Station,Central and Western,Bus_local_STANDARD_kmb,fare=9.1,,,17,Sun,0,wx.cld.ops,geo::hkg,B6088,S3,none,contrast,A,zone-4,PX61651236,S9540988581,TKT-702024,dev-081dd16f,3120,9,group-0,1,weather watch,OPS-A,Route-031
R01345,RT020,Wan Chai,Shatin,Yau Tsim Mong,BUS-CrossHarbour_local_Premium_K.M.B.;backup=CTB,HK$400.0,"0,1",4.0,20,thu,0,,territory-hk,B4627,S2,summer_push,compact,none,zone-4,PX37612022,S4071190340,TKT-143604,dev-cbae3ea5,900000,9000,group-0,0,platform crowding,OPS-C,Route-020
R01346,RT012,Depot,Workshop,Operations,test_run,150.0,dist=60.0,480.0,6,Wed,1,System,INT,B1576,SYS,staff_shuttle,contrast,none,zone-3,PX14816926,S9666286239,TKT-366689,dev-a12f1200,900000,9000,group-0,0,staff shuttle,OPS-SYS,ROUTE 012
R01347,RT031,Kennedy Town,Sha%20Tin,Central and Western,Bus_Express_standard_Kowloon Motor Bus,35.3 HKD,20.07 / route,,15,Tue,0,cloudy,HK,B3397,S2,none,compact,none,zone-5,PX65417327,S5335680609,TKT-249194,dev-9f1d2b34,20070,35,group-0,0,minor queue,OPS-D,Route-031
R01348,RT032,Central Station,Tsuen Wan,Eastern,tram_local_standard_CTB,,,,22,Mon,0,sunny,geo::852,B8107,SYS,maintenance_ops,large_text,none,zone-2,PX70731902,S4095794261,TKT-456785,dev-eb00eb64,2320,7,group-0,0,test record,OPS-SYS,Route-032
R01349,RT013,Tswan,Causeway Bay,Tsuen Wan,meta[route=797;value=bus_local_premium_CityBus;flag=A],,,,12,Sun,0,,HK,B8866,S3,none,classic,B,zone-4,PX10225792,S9549560280,TKT-924371,dev-133c14f4,16810,32,group-0,0,priority boarding,OPS-C,ROUTE 013
R01350,RT046,Central Station,Sha Tin,Sha Tin,bus-airport_standard_express_kmb,,,,17,Sun,0,Sunny,hkg,B2248,S1,none,contrast,none,zone-1,PX54349370,S9411817436,TKT-763600,dev-b4b8e43c,3260,31,group-0,1,platform crowding,OPS-A,Route-046
R01351,RT038,Admiralty,North Point,Yau Tsim Mong,BUS_LOCAL_STANDARD_K.M.B.,,9.67-10.9,41.0,12,Mon,0,wx.rn.alert,geo-hkg-v2,B8126,S3,commuter_plus,compact,none,zone-1,PX66965478,S9765727519,TKT-704645,dev-72d147cb,9670,16,group-0,0,normal service,OPS-A,ROUTE 038
R01352,RT057,Admiralty,North Point,Wan Chai,type=tram-night|mode=local|service=standard|operator=CTB,8.8 HKD,2.89,0.3 hrs,7,Mon,0,heavy-rn,geo-hkg-v2,B3530,S4,none,compact,B,zone-5,PX86717767,S2340671519,TKT-488758,dev-5a02e4ec,2890,9,group-0,1,minor queue,OPS-A,ROUTE 057
R01353,RT014,Tsim.Sha.Tsui.East,Mong%20Kok,Yau Tsim Mong,tram_LOCAL_premium_citybus,,,,12,Sun,0,,MO,B6743,S4,none,compact,none,zone-5,PX22218665,S3631461039,TKT-744010,dev-e6fa68c6,6850,19,group-0,0,weather watch,OPS-C,ROUTE 014
R01354,RT007,Audit Hub,Depot,Operations,test_run,13.7-18.7,8.32 / route,52.0,13,Sun,0,Audit,INT,B3111,SYS,maintenance_ops,contrast,A,zone-4,PX20755396,S6550863782,TKT-742562,dev-2518638c,8320,14,group-0,0,sandbox move,OPS-SYS,ROUTE 007
R01355,RT064,CWB,North Pt,Wan Chai,BUS_LOCAL_Standard_ctb,,,,13,Tue,0,,MO,B4581,S4,none,classic,A,zone-4,PX52257033,S1561728975,TKT-353049,dev-350179de,10240,16,group-0,0,normal service,OPS-B,Route-064
R01356,RT027,North Point,Mong Kok,Central and Western,bus_local_standard_KMB,,,,9,Mon,1,Rain,hkg,B4855,SYS,maintenance_ops,large_text,C,zone-3,PX56956643,S9179657844,TKT-306232,dev-b53a550d,17240,25,group-0,1,staff shuttle,OPS-SYS,Route-027
R01357,RT011,Central Station,Admiralty,Central and Western,tram_local_standard_CTB,8.8,4.01 km,22.0,22,Wed,0,Rain,HK,B9306,SYS,maintenance_ops,compact,none,zone-4,PX29548656,S3846908787,TKT-588576,dev-cc58b2d4,4010,9,group-0,0,internal audit,OPS-SYS,Route-011
R01358,RT071,Wan Chai,TsuenWan,Wan Chai,FERRY_LOCAL_standard_HKKF,,dist=8.7,37.0,16,Wed,0,,HK,B9620,S3,tourist_day,compact,A,zone-1,PX10430404,S7755578437,TKT-287588,dev-20569aea,8700,14,group-0,0,priority boarding,OPS-C,ROUTE 071
